name,sports_car,suv,wagon,minivan,pickup,all_wheel,rear_wheel,msrp,dealer_cost,eng_size,ncyl,horsepwr,city_mpg,hwy_mpg,weight,wheel_base,length,width
Audi A6 4.2 Quattro 4dr,False,False,False,False,False,True,False,49690,44936,4.2,8,300,17.0,24.0,4024.0,109.0,193.0,71.0
Audi A8 L Quattro 4dr,False,False,False,False,False,True,False,69190,64740,4.2,8,330,17.0,24.0,4399.0,121.0,204.0,75.0
Audi S4 Quattro 4dr,False,False,False,False,False,True,False,48040,43556,4.2,8,340,14.0,20.0,3825.0,104.0,179.0,70.0
BMW 330Ci convertible 2dr,False,False,False,False,False,False,True,44295,40530,3.0,6,225,19.0,28.0,3616.0,107.0,177.0,69.0
BMW 530i 4dr,False,False,False,False,False,False,True,44995,41170,3.0,6,225,20.0,30.0,3472.0,114.0,191.0,73.0
BMW 545iA 4dr,False,False,False,False,False,False,True,54995,50270,4.4,8,325,18.0,26.0,3814.0,114.0,191.0,73.0
BMW 745i 4dr,False,False,False,False,False,False,True,69195,63190,4.4,8,325,18.0,26.0,4376.0,118.0,198.0,75.0
BMW 745Li 4dr,False,False,False,False,False,False,True,73195,66830,4.4,8,325,18.0,26.0,4464.0,123.0,204.0,75.0
Buick Park Avenue Ultra 4dr,False,False,False,False,False,False,False,40720,36927,3.8,6,240,18.0,28.0,3909.0,114.0,207.0,75.0
Cadillac Deville 4dr,False,False,False,False,False,False,False,45445,41650,4.6,8,275,18.0,26.0,3984.0,115.0,207.0,74.0
Cadillac Deville DTS 4dr,False,False,False,False,False,False,False,50595,46362,4.6,8,300,18.0,26.0,4044.0,115.0,207.0,74.0
Cadillac Seville SLS 4dr,False,False,False,False,False,False,False,47955,43841,4.6,8,275,18.0,26.0,3992.0,112.0,201.0,75.0
Infiniti M45 4dr,False,False,False,False,False,False,True,42845,38792,4.5,8,340,17.0,23.0,3851.0,110.0,197.0,70.0
Infiniti Q45 Luxury 4dr,False,False,False,False,False,False,True,52545,47575,4.5,8,340,17.0,23.0,3977.0,113.0,200.0,73.0
Jaguar S-Type 3.0 4dr,False,False,False,False,False,False,True,43895,40004,3.0,6,235,18.0,26.0,3777.0,115.0,192.0,72.0
Jaguar S-Type 4.2 4dr,False,False,False,False,False,False,True,49995,45556,4.2,8,294,18.0,28.0,3874.0,115.0,192.0,72.0
Jaguar S-Type R 4dr,False,False,False,False,False,False,True,63120,57499,4.2,8,390,17.0,24.0,4046.0,115.0,192.0,72.0
Jaguar Vanden Plas 4dr,False,False,False,False,False,False,True,68995,62846,4.2,8,294,18.0,28.0,3803.0,119.0,200.0,73.0
Jaguar XJ8 4dr,False,False,False,False,False,False,True,59995,54656,4.2,8,294,18.0,28.0,3803.0,119.0,200.0,73.0
Jaguar XJR 4dr,False,False,False,False,False,False,True,74995,68306,4.2,8,390,17.0,24.0,3948.0,119.0,200.0,73.0
Lexus GS 300 4dr,False,False,False,False,False,False,True,41010,36196,3.0,6,220,18.0,25.0,3649.0,110.0,189.0,71.0
Lexus GS 430 4dr,False,False,False,False,False,False,True,48450,42232,4.3,8,300,18.0,23.0,3715.0,110.0,189.0,71.0
Lexus LS 430 4dr,False,False,False,False,False,False,True,55750,48583,4.3,8,290,18.0,25.0,3990.0,115.0,197.0,72.0
Lincoln LS V8 Sport 4dr,False,False,False,False,False,False,True,40095,36809,3.9,8,280,17.0,24.0,3768.0,115.0,194.0,73.0
Lincoln LS V8 Ultimate 4dr,False,False,False,False,False,False,True,43495,39869,3.9,8,280,17.0,24.0,3768.0,115.0,194.0,73.0
Lincoln Town Car Signature 4dr,False,False,False,False,False,False,True,41815,38418,4.6,8,239,17.0,25.0,4369.0,118.0,215.0,78.0
Lincoln Town Car Ultimate 4dr,False,False,False,False,False,False,True,44925,41217,4.6,8,239,17.0,25.0,4369.0,118.0,215.0,78.0
Lincoln Town Car Ultimate L 4dr,False,False,False,False,False,False,True,50470,46208,4.6,8,239,17.0,25.0,4474.0,124.0,221.0,78.0
Mercedes-Benz C32 AMG 4dr,False,False,False,False,False,False,True,52120,48522,3.2,6,349,16.0,21.0,3540.0,107.0,178.0,68.0
Mercedes-Benz CL500 2dr,False,False,False,False,False,False,True,94820,88324,5.0,8,302,16.0,24.0,4085.0,114.0,196.0,73.0
Mercedes-Benz CL600 2dr,False,False,False,False,False,False,True,128420,119600,5.5,12,493,13.0,19.0,4473.0,114.0,196.0,73.0
Mercedes-Benz CLK320 coupe 2dr (convertible),False,False,False,False,False,False,True,45707,41966,3.2,6,215,20.0,26.0,3770.0,107.0,183.0,69.0
Mercedes-Benz CLK500 coupe 2dr (convertible),False,False,False,False,False,False,True,52800,49104,5.0,8,302,17.0,22.0,3585.0,107.0,183.0,69.0
Mercedes-Benz E320 4dr,False,False,False,False,False,False,True,48170,44849,3.2,6,221,19.0,27.0,3635.0,112.0,190.0,71.0
Mercedes-Benz E500 4dr,False,False,False,False,False,False,True,57270,53382,5.0,8,302,16.0,20.0,3815.0,112.0,190.0,71.0
Mercedes-Benz S430 4dr,False,False,False,False,False,False,True,74320,69168,4.3,8,275,18.0,26.0,4160.0,122.0,203.0,73.0
Mercedes-Benz S500 4dr,False,False,False,False,False,True,False,86970,80939,5.0,8,302,16.0,24.0,4390.0,122.0,203.0,73.0
Saab 9-3 Arc convertible 2dr,False,False,False,False,False,False,False,40670,38520,2.0,4,210,21.0,29.0,3480.0,105.0,182.0,69.0
Saab 9-3 Aero convertible 2dr,False,False,False,False,False,False,False,43175,40883,2.0,4,210,21.0,30.0,3700.0,105.0,182.0,69.0
Volkswagen Phaeton 4dr,False,False,False,False,False,False,False,65000,59912,4.2,8,335,,,5194.0,118.0,204.0,75.0
Volkswagen Phaeton W12 4dr,False,False,False,False,False,False,False,75000,69130,6.0,12,420,,,5399.0,118.0,204.0,75.0
Volvo C70 LPT convertible 2dr,False,False,False,False,False,False,False,40565,38203,2.4,5,197,21.0,28.0,3450.0,105.0,186.0,72.0
Volvo C70 HPT convertible 2dr,False,False,False,False,False,False,False,42565,40083,2.3,5,242,20.0,26.0,3450.0,105.0,186.0,72.0
Volvo S80 T6 4dr,False,False,False,False,False,False,False,45210,42573,2.9,6,268,19.0,26.0,3653.0,110.0,190.0,72.0
Acura NSX coupe 2dr manual S,True,False,False,False,False,False,True,89765,79978,3.2,6,290,17.0,24.0,3153.0,100.0,174.0,71.0
Audi RS 6 4dr,True,False,False,False,False,False,False,84600,76417,4.2,8,450,15.0,22.0,4024.0,109.0,191.0,78.0
Audi TT 1.8 convertible 2dr (coupe),True,False,False,False,False,False,False,35940,32512,1.8,4,180,20.0,28.0,3131.0,95.0,159.0,73.0
Audi TT 1.8 Quattro 2dr (convertible),True,False,False,False,False,True,False,37390,33891,1.8,4,225,20.0,28.0,2921.0,96.0,159.0,73.0
Audi TT 3.2 coupe 2dr (convertible),True,False,False,False,False,True,False,40590,36739,3.2,6,250,21.0,29.0,3351.0,96.0,159.0,73.0
BMW M3 coupe 2dr,True,False,False,False,False,False,True,48195,44170,3.2,6,333,16.0,24.0,3415.0,108.0,177.0,70.0
BMW M3 convertible 2dr,True,False,False,False,False,False,True,56595,51815,3.2,6,333,16.0,23.0,3781.0,108.0,177.0,70.0
BMW Z4 convertible 2.5i 2dr,True,False,False,False,False,False,True,33895,31065,2.5,6,184,20.0,28.0,2932.0,98.0,161.0,70.0
BMW Z4 convertible 3.0i 2dr,True,False,False,False,False,False,True,41045,37575,3.0,6,225,21.0,29.0,2998.0,98.0,161.0,70.0
Cadillac XLR convertible 2dr,True,False,False,False,False,False,True,76200,70546,4.6,8,320,17.0,25.0,3647.0,106.0,178.0,72.0
Chevrolet Corvette 2dr,True,False,False,False,False,False,True,44535,39068,5.7,8,350,18.0,25.0,3246.0,105.0,180.0,74.0
Chevrolet Corvette convertible 2dr,True,False,False,False,False,False,True,51535,45193,5.7,8,350,18.0,25.0,3248.0,105.0,180.0,74.0
Chrysler Crossfire 2dr,True,False,False,False,False,False,True,34495,32033,3.2,6,215,17.0,25.0,3060.0,95.0,160.0,70.0
Dodge Viper SRT-10 convertible 2dr,True,False,False,False,False,False,True,81795,74451,8.3,10,500,,,3410.0,99.0,176.0,75.0
Ford Mustang 2dr (convertible),True,False,False,False,False,False,True,18345,16943,3.8,6,193,20.0,29.0,3290.0,101.0,183.0,73.0
Ford Mustang GT Premium convertible 2dr,True,False,False,False,False,False,True,29380,26875,4.6,8,260,17.0,25.0,3347.0,101.0,183.0,73.0
Ford Thunderbird Deluxe convert w/hardtop 2dr,True,False,False,False,False,False,False,37530,34483,3.9,8,280,17.0,24.0,3780.0,107.0,186.0,72.0
Honda S2000 convertible 2dr,True,False,False,False,False,False,True,33260,29965,2.2,4,240,20.0,25.0,2835.0,95.0,162.0,69.0
Hyundai Tiburon GT V6 2dr,True,False,False,False,False,False,False,18739,17101,2.7,6,172,19.0,26.0,3023.0,100.0,173.0,69.0
Jaguar XK8 coupe 2dr,True,False,False,False,False,False,True,69995,63756,4.2,8,294,18.0,26.0,3779.0,102.0,187.0,71.0
Jaguar XK8 convertible 2dr,True,False,False,False,False,False,True,74995,68306,4.2,8,294,18.0,26.0,3980.0,102.0,187.0,71.0
Jaguar XKR coupe 2dr,True,False,False,False,False,False,True,81995,74676,4.2,8,390,16.0,23.0,3865.0,102.0,187.0,71.0
Jaguar XKR convertible 2dr,True,False,False,False,False,False,True,86995,79226,4.2,8,390,16.0,23.0,4042.0,102.0,187.0,71.0
Lexus SC 430 convertible 2dr,True,False,False,False,False,False,True,63200,55063,4.3,8,300,18.0,23.0,3840.0,103.0,178.0,72.0
Mazda MX-5 Miata convertible 2dr,True,False,False,False,False,False,True,22388,20701,1.8,4,142,23.0,28.0,2387.0,89.0,156.0,66.0
Mazda MX-5 Miata LS convertible 2dr,True,False,False,False,False,False,True,25193,23285,1.8,4,142,23.0,28.0,2387.0,89.0,156.0,66.0
Mazda RX-8 4dr automatic,True,False,False,False,False,False,True,25700,23794,1.3,-1,197,18.0,25.0,3053.0,106.0,174.0,
Mazda RX-8 4dr manual,True,False,False,False,False,False,True,27200,25179,1.3,-1,238,18.0,24.0,3029.0,106.0,174.0,
Mercedes-Benz SL500 convertible 2dr,True,False,False,False,False,False,True,90520,84325,5.0,8,302,16.0,23.0,4065.0,101.0,179.0,72.0
Mercedes-Benz SL55 AMG 2dr,True,False,False,False,False,False,True,121770,113388,5.5,8,493,14.0,21.0,4235.0,101.0,179.0,72.0
Mercedes-Benz SL600 convertible 2dr,True,False,False,False,False,False,True,126670,117854,5.5,12,493,13.0,19.0,4429.0,101.0,179.0,72.0
Mercedes-Benz SLK230 convertible 2dr,True,False,False,False,False,False,True,40320,37548,2.3,4,192,21.0,29.0,3055.0,95.0,158.0,68.0
Mercedes-Benz SLK32 AMG 2dr,True,False,False,False,False,False,True,56170,52289,3.2,6,349,17.0,22.0,3220.0,95.0,158.0,68.0
Mitsubishi Eclipse GTS 2dr,True,False,False,False,False,False,False,25092,23456,3.0,6,210,21.0,28.0,3241.0,101.0,177.0,69.0
Mitsubishi Eclipse Spyder GT convertible 2dr,True,False,False,False,False,False,False,26992,25218,3.0,6,210,21.0,28.0,3296.0,101.0,177.0,69.0
Mitsubishi Lancer Evolution 4dr,True,False,False,False,False,False,False,29562,27466,2.0,4,271,18.0,26.0,3263.0,103.0,179.0,70.0
Nissan 350Z coupe 2dr,True,False,False,False,False,False,True,26910,25203,3.5,6,287,20.0,26.0,3188.0,104.0,169.0,72.0
Nissan 350Z Enthusiast convertible 2dr,True,False,False,False,False,False,True,34390,31845,3.5,6,287,20.0,26.0,3428.0,104.0,169.0,72.0
Pontiac GTO 2dr,True,False,False,False,False,False,True,33500,30710,5.7,8,340,,,3725.0,110.0,190.0,73.0
Porsche 911 Carrera convertible 2dr (coupe),True,False,False,False,False,False,True,79165,69229,3.6,6,315,18.0,26.0,3135.0,93.0,175.0,70.0
Porsche 911 Carrera 4S coupe 2dr (convert),True,False,False,False,False,True,False,84165,72206,3.6,6,315,17.0,24.0,3240.0,93.0,175.0,72.0
Porsche 911 Targa coupe 2dr,True,False,False,False,False,False,True,76765,67128,3.6,6,315,18.0,26.0,3119.0,93.0,175.0,70.0
Porsche 911 GT2 2dr,True,False,False,False,False,False,True,192465,173560,3.6,6,477,17.0,24.0,3131.0,93.0,175.0,72.0
Porsche Boxster convertible 2dr,True,False,False,False,False,False,True,43365,37886,2.7,6,228,20.0,29.0,2811.0,95.0,170.0,70.0
Porsche Boxster S convertible 2dr,True,False,False,False,False,False,True,52365,45766,3.2,6,258,18.0,26.0,2911.0,95.0,170.0,70.0
Subaru Impreza WRX 4dr,True,False,False,False,False,True,False,25045,23022,2.0,4,227,20.0,27.0,3085.0,99.0,174.0,69.0
Subaru Impreza WRX STi 4dr,True,False,False,False,False,True,False,31545,29130,2.5,4,300,18.0,24.0,3263.0,100.0,174.0,69.0
Toyota Celica GT-S 2dr,True,False,False,False,False,False,False,22570,20363,1.8,4,180,24.0,33.0,2500.0,102.0,171.0,68.0
Toyota MR2 Spyder convertible 2dr,True,False,False,False,False,False,True,25130,22787,1.8,4,138,26.0,32.0,2195.0,97.0,153.0,67.0
Cadillac Escaladet,False,True,False,False,False,False,False,52795,48377,5.3,8,295,14.0,18.0,5367.0,116.0,199.0,79.0
Cadillac SRX V8,False,True,False,False,False,False,False,46995,43523,4.6,8,320,16.0,21.0,4302.0,116.0,195.0,73.0
Chevrolet Suburban 1500 LT,False,True,False,False,False,False,False,42735,37422,5.3,8,295,14.0,18.0,4947.0,130.0,219.0,79.0
Chevrolet Tahoe LT,False,True,False,False,False,True,False,41465,36287,5.3,8,295,14.0,18.0,5050.0,116.0,197.0,79.0
Dodge Durango SLT,False,True,False,False,False,True,False,32235,29472,4.7,8,230,15.0,21.0,4987.0,119.0,201.0,76.0
Ford Excursion 6.8 XLT,False,True,False,False,False,True,False,41475,36494,6.8,10,310,,,7190.0,137.0,227.0,80.0
Ford Expedition 4.6 XLT,False,True,False,False,False,False,False,34560,30468,4.6,8,232,15.0,19.0,5000.0,119.0,206.0,79.0
GMC Envoy XUV SLE,False,True,False,False,False,False,False,31890,28922,4.2,6,275,15.0,19.0,4945.0,129.0,208.0,75.0
CMC Yukon 1500 SLE,False,True,False,False,False,False,False,35725,31361,4.8,8,285,16.0,19.0,5042.0,116.0,199.0,79.0
GMC Yukon XL 2500 SLT,False,True,False,False,False,True,False,46265,40534,6.0,8,325,13.0,17.0,6133.0,130.0,219.0,79.0
Hummer H2,False,True,False,False,False,True,False,49995,45815,6.0,8,316,10.0,12.0,6400.0,123.0,190.0,81.0
Isuzu Ascender S,False,True,False,False,False,True,False,31849,29977,4.2,6,275,15.0,20.0,4967.0,129.0,208.0,76.0
Lincoln Navigator Luxury,False,True,False,False,False,True,False,52775,46360,5.4,8,300,13.0,18.0,5969.0,119.0,206.0,80.0
Nissan Pathfinder Armada SE,False,True,False,False,False,False,False,33840,30815,5.6,8,305,13.0,19.0,5013.0,123.0,207.0,79.0
Toyota Sequoia SR5,False,True,False,False,False,True,False,35695,31827,4.7,8,240,14.0,17.0,5270.0,118.0,204.0,78.0
Acura MDX,False,True,False,False,False,True,False,36945,33337,3.5,6,265,17.0,23.0,4451.0,106.0,189.0,77.0
BMW X3 3.0i,False,True,False,False,False,True,False,37000,33873,3.0,6,225,16.0,23.0,4023.0,110.0,180.0,73.0
BMW X5 4.4i,False,True,False,False,False,True,False,52195,47720,4.4,8,325,16.0,22.0,4824.0,111.0,184.0,74.0
Buick Rainier,False,True,False,False,False,True,False,37895,34357,4.2,6,275,15.0,21.0,4600.0,113.0,193.0,75.0
Buick Rendezvous CX,False,True,False,False,False,False,False,26545,24085,3.4,6,185,19.0,26.0,4024.0,112.0,187.0,74.0
Chevrolet TrailBlazer LT,False,True,False,False,False,False,False,30295,27479,4.2,6,275,16.0,21.0,4425.0,113.0,192.0,75.0
Ford Explorer XLT V6,False,True,False,False,False,True,False,29670,26983,4.0,6,210,15.0,20.0,4463.0,114.0,190.0,72.0
Honda Pilot LX,False,True,False,False,False,True,False,27560,24843,3.5,6,240,17.0,22.0,4387.0,106.0,188.0,77.0
Isuzu Rodeo S,False,True,False,False,False,False,False,20449,19261,3.2,6,193,17.0,21.0,3836.0,106.0,178.0,70.0
Jeep Grand Cherokee Laredo,False,True,False,False,False,False,False,27905,25686,4.0,6,195,16.0,21.0,3790.0,106.0,181.0,72.0
Kia Sorento LX,False,True,False,False,False,False,False,19635,18630,3.5,6,192,16.0,19.0,4112.0,107.0,180.0,73.0
Land Rover Range Rover HSE,False,True,False,False,False,True,False,72250,65807,4.4,8,282,12.0,16.0,5379.0,113.0,195.0,76.0
Lexus GX 470,False,True,False,False,False,True,False,45700,39838,4.7,8,235,15.0,19.0,4740.0,110.0,188.0,74.0
Lexus LX 470,False,True,False,False,False,True,False,64800,56455,4.7,8,235,13.0,17.0,5590.0,112.0,193.0,76.0
Lexus RX 330,False,True,False,False,False,True,False,39195,34576,3.3,6,230,18.0,24.0,4065.0,107.0,186.0,73.0
Lincoln Aviator Ultimate,False,True,False,False,False,False,False,42915,39443,4.6,8,302,13.0,18.0,4834.0,114.0,193.0,76.0
Mercedes-Benz G500,False,True,False,False,False,True,False,76870,71540,5.0,8,292,13.0,14.0,5423.0,112.0,186.0,71.0
Mercedes-Benz ML500,False,True,False,False,False,True,False,46470,43268,5.0,8,288,14.0,17.0,4874.0,111.0,183.0,72.0
Mercury Mountaineer,False,True,False,False,False,False,False,29995,27317,4.0,6,210,16.0,21.0,4374.0,114.0,190.0,72.0
Mitsubishi Endeavor XLS,False,True,False,False,False,True,False,30492,28330,3.8,6,215,17.0,21.0,4134.0,109.0,190.0,74.0
Mitsubishi Montero XLS,False,True,False,False,False,True,False,33112,30763,3.8,6,215,15.0,19.0,4718.0,110.0,190.0,75.0
Nissan Pathfinder SE,False,True,False,False,False,False,False,27339,25972,3.5,6,240,16.0,21.0,3871.0,106.0,183.0,72.0
Pontiac Aztekt,False,True,False,False,False,False,False,21595,19810,3.4,6,185,19.0,26.0,3779.0,108.0,182.0,74.0
Porsche Cayenne S,False,True,False,False,False,True,False,56665,49865,4.5,8,340,14.0,18.0,4950.0,112.0,188.0,76.0
Saturn VUE,False,True,False,False,False,True,False,20585,19238,2.2,4,143,21.0,26.0,3381.0,107.0,181.0,72.0
Suzuki XL-7 EX,False,True,False,False,False,False,False,23699,22307,2.7,6,185,18.0,22.0,3682.0,110.0,187.0,70.0
Toyota 4Runner SR5 V6,False,True,False,False,False,False,False,27710,24801,4.0,6,245,18.0,21.0,4035.0,110.0,189.0,74.0
Toyota Highlander V6,False,True,False,False,False,True,False,27930,24915,3.3,6,230,18.0,24.0,3935.0,107.0,185.0,72.0
Toyota Land Cruiser,False,True,False,False,False,True,False,54765,47986,4.7,8,325,13.0,17.0,5390.0,112.0,193.0,76.0
Volkswagen Touareg V6,False,True,False,False,False,True,False,35515,32243,3.2,6,220,15.0,20.0,5086.0,112.0,187.0,76.0
Volvo XC90 T6,False,True,False,False,False,True,False,41250,38851,2.9,6,268,15.0,20.0,4638.0,113.0,189.0,75.0
Chevrolet Tracker,False,True,False,False,False,False,False,20255,19108,2.5,6,165,19.0,22.0,2866.0,98.0,163.0,67.0
Ford Escape XLS,False,True,False,False,False,True,False,22515,20907,3.0,6,201,18.0,23.0,3346.0,103.0,173.0,70.0
Honda CR-V LX,False,True,False,False,False,True,False,19860,18419,2.4,4,160,21.0,25.0,3258.0,103.0,179.0,70.0
Honda Element LX,False,True,False,False,False,True,False,18690,17334,2.4,4,160,21.0,24.0,3468.0,101.0,167.0,72.0
Hyundai Santa Fe GLS,False,True,False,False,False,False,False,21589,20201,2.7,6,173,20.0,26.0,3549.0,103.0,177.0,73.0
Jeep Liberty Sport,False,True,False,False,False,True,False,20130,18973,2.4,4,150,20.0,24.0,3826.0,104.0,174.0,72.0
Jeep Wrangler Sahara convertible 2dr,False,True,False,False,False,True,False,25520,23275,4.0,6,190,16.0,19.0,3575.0,93.0,150.0,67.0
Land Rover Discovery SE,False,True,False,False,False,True,False,39250,35777,4.6,8,217,12.0,16.0,4576.0,100.0,185.0,74.0
Land Rover Freelander SE,False,True,False,False,False,True,False,25995,23969,2.5,6,174,18.0,21.0,3577.0,101.0,175.0,71.0
Mazda Tribute DX 2.0,False,True,False,False,False,True,False,21087,19742,2.0,4,130,22.0,25.0,3091.0,103.0,173.0,72.0
Mitsubishi Outlander LS,False,True,False,False,False,False,False,18892,17569,2.4,4,160,21.0,27.0,3240.0,103.0,179.0,69.0
Nissan Xterra XE V6,False,True,False,False,False,False,False,20939,19512,3.3,6,180,17.0,20.0,3760.0,104.0,178.0,70.0
Suzuki Vitara LX,False,True,False,False,False,True,False,17163,16949,2.5,6,165,19.0,22.0,3020.0,98.0,163.0,67.0
Toyota RAV4,False,True,False,False,False,True,False,20290,18553,2.4,4,161,22.0,27.0,3119.0,98.0,167.0,68.0
Audi A6 3.0 Avant Quattro,False,False,True,False,False,True,False,40840,37060,3.0,6,220,18.0,25.0,4035.0,109.0,192.0,71.0
Audi S4 Avant Quattro,False,False,True,False,False,True,False,49090,44446,4.2,8,340,15.0,21.0,3936.0,104.0,179.0,70.0
BMW 325xi Sport,False,False,True,False,False,True,False,32845,30110,2.5,6,184,19.0,26.0,3594.0,107.0,176.0,69.0
Chevrolet Malibu Maxx LS,False,False,True,False,False,False,False,22225,20394,3.5,6,200,22.0,30.0,3458.0,112.0,188.0,70.0
Chrysler Pacifica,False,False,True,False,False,False,True,31230,28725,3.5,6,250,17.0,23.0,4675.0,116.0,199.0,79.0
Ford Focus ZTW,False,False,True,False,False,False,False,17475,16375,2.0,4,130,26.0,33.0,2702.0,103.0,178.0,67.0
Ford Taurus SE,False,False,True,False,False,False,False,22290,20457,3.0,6,155,19.0,26.0,3497.0,109.0,198.0,73.0
Infiniti FX35,False,False,True,False,False,False,True,34895,31756,3.5,6,280,16.0,22.0,4056.0,112.0,189.0,76.0
Infiniti FX45,False,False,True,False,False,True,False,36395,33121,4.5,8,315,15.0,19.0,4309.0,112.0,189.0,76.0
Kia Rio Cinco,False,False,True,False,False,False,False,11905,11410,1.6,4,104,26.0,33.0,2447.0,95.0,167.0,66.0
Lexus IS 300 SportCross,False,False,True,False,False,False,True,32455,28647,3.0,6,215,18.0,24.0,3410.0,105.0,177.0,68.0
Mercedes-Benz C240,False,False,True,False,False,False,True,33780,31466,2.6,6,168,19.0,25.0,3470.0,107.0,179.0,68.0
Mercedes-Benz E320,False,False,True,False,False,False,True,50670,47174,3.2,6,221,19.0,27.0,3966.0,112.0,190.0,71.0
Mercedes-Benz E500,False,False,True,False,False,True,False,60670,56474,5.0,8,302,16.0,24.0,4230.0,112.0,190.0,71.0
Mercury Sable GS,False,False,True,False,False,False,False,22595,20748,3.0,6,155,19.0,26.0,3488.0,109.0,198.0,73.0
Mitsubishi Lancer Sportback LS,False,False,True,False,False,False,False,17495,16295,2.4,4,160,,,3020.0,102.0,181.0,67.0
Nissan Murano SL,False,False,True,False,False,False,True,28739,27300,3.5,6,245,20.0,25.0,3801.0,111.0,188.0,74.0
Pontiac Vibe,False,False,True,False,False,False,True,17045,15973,1.8,4,130,29.0,36.0,2701.0,102.0,172.0,70.0
Saab 9-5 Aero,False,False,True,False,False,False,False,40845,38376,2.3,4,250,19.0,29.0,3620.0,106.0,190.0,71.0
Saturn L300 2,False,False,True,False,False,False,False,23560,21779,2.2,4,140,24.0,34.0,3109.0,107.0,190.0,69.0
Scion xB,False,False,True,False,False,False,False,14165,13480,1.5,4,108,31.0,35.0,2425.0,98.0,155.0,67.0
Subaru Forester X,False,False,True,False,False,True,False,21445,19646,2.5,4,165,21.0,28.0,3090.0,99.0,175.0,68.0
Subaru Outback,False,False,True,False,False,True,False,23895,21773,2.5,4,165,21.0,28.0,3430.0,104.0,187.0,69.0
Suzuki Aerio SX,False,False,True,False,False,True,False,16497,16291,2.3,4,155,24.0,29.0,2932.0,98.0,167.0,68.0
Toyota Matrix XR,False,False,True,False,False,False,False,16695,15156,1.8,4,130,29.0,36.0,2679.0,102.0,171.0,70.0
Volkswagen Jetta GL,False,False,True,False,False,False,False,19005,17427,2.0,4,115,24.0,30.0,3034.0,99.0,174.0,68.0
Volkswagen Passat GLS 1.8T,False,False,True,False,False,False,False,24955,22801,1.8,4,170,22.0,31.0,3338.0,106.0,184.0,69.0
Volkswagen Passat W8,False,False,True,False,False,False,False,40235,36956,4.0,8,270,18.0,25.0,4067.0,106.0,184.0,69.0
Volvo V40,False,False,True,False,False,False,False,26135,24641,1.9,4,170,22.0,29.0,2822.0,101.0,180.0,68.0
Volvo XC70,False,False,True,False,False,True,False,35145,33112,2.5,5,208,20.0,27.0,3823.0,109.0,186.0,73.0
Chevrolet Astro,False,False,False,True,False,True,False,26395,23954,4.3,6,190,14.0,17.0,4605.0,111.0,190.0,78.0
Chevrolet Venture LS,False,False,False,True,False,False,False,27020,24518,3.4,6,185,19.0,26.0,3699.0,112.0,187.0,72.0
Chrysler Town and Country LX,False,False,False,True,False,False,False,27490,25371,3.3,6,180,19.0,26.0,4068.0,119.0,201.0,79.0
Chrysler Town and Country Limited,False,False,False,True,False,False,False,38380,35063,3.8,6,215,18.0,25.0,4331.0,119.0,201.0,79.0
Dodge Caravan SE,False,False,False,True,False,False,False,21795,20508,2.4,4,150,20.0,26.0,3862.0,113.0,189.0,79.0
Dodge Grand Caravan SXT,False,False,False,True,False,True,False,32660,29812,3.8,6,215,18.0,25.0,4440.0,119.0,201.0,79.0
Ford Freestar SE,False,False,False,True,False,False,False,26930,24498,3.9,6,193,17.0,23.0,4275.0,121.0,201.0,77.0
GMC Safari SLE,False,False,False,True,False,False,True,25640,23215,4.3,6,190,16.0,20.0,4309.0,111.0,190.0,78.0
Honda Odyssey LX,False,False,False,True,False,False,False,24950,22498,3.5,6,240,18.0,25.0,4310.0,118.0,201.0,76.0
Honda Odyssey EX,False,False,False,True,False,False,False,27450,24744,3.5,6,240,18.0,25.0,4365.0,118.0,201.0,76.0
Kia Sedona LX,False,False,False,True,False,False,False,20615,19400,3.5,6,195,16.0,22.0,4802.0,115.0,194.0,75.0
Mazda MPV ES,False,False,False,True,False,False,False,28750,26600,3.0,6,200,18.0,25.0,3812.0,112.0,188.0,72.0
Mercury Monterey Luxury,False,False,False,True,False,False,False,33995,30846,4.2,6,201,16.0,23.0,4340.0,121.0,202.0,77.0
Nissan Quest S,False,False,False,True,False,False,False,24780,22958,3.5,6,240,19.0,26.0,4012.0,124.0,204.0,78.0
Nissan Quest SE,False,False,False,True,False,False,False,32780,30019,3.5,6,240,18.0,25.0,4175.0,124.0,204.0,78.0
Oldsmobile Silhouette GL,False,False,False,True,False,False,False,28790,26120,3.4,6,185,19.0,26.0,3948.0,120.0,201.0,72.0
Pontiac Montana,False,False,False,True,False,False,False,23845,21644,3.4,6,185,19.0,26.0,3803.0,112.0,187.0,72.0
Pontiac Montana EWB,False,False,False,True,False,True,False,31370,28454,3.4,6,185,18.0,24.0,4431.0,121.0,201.0,72.0
Toyota Sienna CE,False,False,False,True,False,False,False,23495,21198,3.3,6,230,19.0,27.0,4120.0,119.0,200.0,77.0
Toyota Sienna XLE Limited,False,False,False,True,False,False,False,28800,25690,3.3,6,230,19.0,27.0,4165.0,119.0,200.0,77.0
Cadillac Escalade EXT,False,False,False,False,True,True,False,52975,48541,6.0,8,345,13.0,17.0,5879.0,130.0,,
Chevrolet Avalanche 1500,False,False,False,False,True,True,False,36100,31689,5.3,8,295,14.0,18.0,5678.0,130.0,,
Chevrolet Colorado Z85,False,False,False,False,True,True,False,18760,17070,2.8,4,175,18.0,23.0,3623.0,111.0,,
